"","a1_b1","a1_b2","a2_b1","a2_b2","n","sd","f_a","f_b","f_ab","pwr_a","pwr_b","pwr_ab"
"1813",1.6,2,0.6,0.2,10,0.5,1.47572957474524,0,0.421637021355784,99.999999998475,5,69.214061859491
"1814",1.8,2,0.6,0.2,10,0.5,1.58113883008419,0.105409255338947,0.316227766016837,99.9999999999804,9.44388512559695,45.4976890622467
"1815",2,2,0.6,0.2,10,0.5,1.68654808542314,0.210818510677892,0.210818510677892,99.9999999999998,23.3814772917958,23.3814772917958
"1816",0,0,0.8,0.2,10,0.5,0.52704627669473,0.316227766016838,0.316227766016838,86.7984282757759,45.4976890622469,45.4976890622468
"1817",0.2,0,0.8,0.2,10,0.5,0.421637021355784,0.421637021355784,0.210818510677892,69.214061859491,69.214061859491,23.3814772917958
"1818",0.4,0,0.8,0.2,10,0.5,0.316227766016838,0.52704627669473,0.105409255338946,45.4976890622469,86.7984282757758,9.44388512559687
"1819",0.6,0,0.8,0.2,10,0.5,0.210818510677892,0.632455532033675,0,23.3814772917958,95.833857599418,5
"1820",0.8,0,0.8,0.2,10,0.5,0.105409255338946,0.737864787372622,0.105409255338946,9.44388512559688,99.0520776507534,9.44388512559688
"1821",1,0,0.8,0.2,10,0.5,0,0.843274042711568,0.210818510677892,5,99.8465715863566,23.3814772917958
"1822",1.2,0,0.8,0.2,10,0.5,0.105409255338946,0.948683298050514,0.316227766016838,9.44388512559688,99.9824909814139,45.4976890622469
"1823",1.4,0,0.8,0.2,10,0.5,0.210818510677892,1.05409255338946,0.421637021355784,23.3814772917959,99.9985996996167,69.214061859491
"1824",1.6,0,0.8,0.2,10,0.5,0.316227766016838,1.15950180872841,0.52704627669473,45.4976890622469,99.9999218432618,86.7984282757759
"1825",1.8,0,0.8,0.2,10,0.5,0.421637021355784,1.26491106406735,0.632455532033676,69.2140618594911,99.9999969649224,95.8338575994181
"1826",2,0,0.8,0.2,10,0.5,0.52704627669473,1.3703203194063,0.737864787372622,86.7984282757759,99.9999999182096,99.0520776507534
"1827",0,0.2,0.8,0.2,10,0.5,0.421637021355784,0.210818510677892,0.421637021355784,69.214061859491,23.3814772917958,69.214061859491
"1828",0.2,0.2,0.8,0.2,10,0.5,0.316227766016838,0.316227766016838,0.316227766016838,45.4976890622469,45.4976890622469,45.4976890622469
"1829",0.4,0.2,0.8,0.2,10,0.5,0.210818510677892,0.421637021355784,0.210818510677892,23.3814772917957,69.214061859491,23.3814772917958
"1830",0.6,0.2,0.8,0.2,10,0.5,0.105409255338946,0.52704627669473,0.105409255338946,9.44388512559687,86.7984282757759,9.44388512559687
"1831",0.8,0.2,0.8,0.2,10,0.5,0,0.632455532033676,0,5,95.8338575994181,5
"1832",1,0.2,0.8,0.2,10,0.5,0.105409255338946,0.737864787372622,0.105409255338946,9.44388512559688,99.0520776507534,9.44388512559688
"1833",1.2,0.2,0.8,0.2,10,0.5,0.210818510677892,0.843274042711568,0.210818510677892,23.3814772917958,99.8465715863566,23.3814772917958
"1834",1.4,0.2,0.8,0.2,10,0.5,0.316227766016838,0.948683298050513,0.316227766016838,45.4976890622469,99.9824909814139,45.4976890622469
"1835",1.6,0.2,0.8,0.2,10,0.5,0.421637021355784,1.05409255338946,0.421637021355784,69.2140618594911,99.9985996996167,69.2140618594909
"1836",1.8,0.2,0.8,0.2,10,0.5,0.52704627669473,1.15950180872841,0.52704627669473,86.7984282757759,99.9999218432618,86.7984282757759
"1837",2,0.2,0.8,0.2,10,0.5,0.632455532033677,1.26491106406735,0.632455532033676,95.8338575994181,99.9999969649224,95.8338575994181
"1838",0,0.4,0.8,0.2,10,0.5,0.316227766016838,0.105409255338946,0.52704627669473,45.4976890622469,9.44388512559687,86.7984282757758
"1839",0.2,0.4,0.8,0.2,10,0.5,0.210818510677892,0.210818510677892,0.421637021355784,23.3814772917958,23.3814772917958,69.214061859491
"1840",0.4,0.4,0.8,0.2,10,0.5,0.105409255338946,0.316227766016838,0.316227766016838,9.44388512559688,45.4976890622469,45.4976890622468
"1841",0.6,0.4,0.8,0.2,10,0.5,0,0.421637021355784,0.210818510677892,5,69.214061859491,23.3814772917958
"1842",0.8,0.4,0.8,0.2,10,0.5,0.105409255338946,0.52704627669473,0.105409255338946,9.44388512559687,86.7984282757759,9.44388512559687
"1843",1,0.4,0.8,0.2,10,0.5,0.210818510677892,0.632455532033676,0,23.3814772917958,95.8338575994181,5
"1844",1.2,0.4,0.8,0.2,10,0.5,0.316227766016838,0.737864787372622,0.105409255338946,45.497689062247,99.0520776507534,9.44388512559687
"1845",1.4,0.4,0.8,0.2,10,0.5,0.421637021355785,0.843274042711568,0.210818510677892,69.2140618594912,99.8465715863566,23.3814772917958
"1846",1.6,0.4,0.8,0.2,10,0.5,0.52704627669473,0.948683298050513,0.316227766016838,86.7984282757758,99.9824909814139,45.4976890622468
"1847",1.8,0.4,0.8,0.2,10,0.5,0.632455532033676,1.05409255338946,0.421637021355784,95.833857599418,99.9985996996167,69.214061859491
"1848",2,0.4,0.8,0.2,10,0.5,0.737864787372622,1.15950180872841,0.52704627669473,99.0520776507534,99.9999218432618,86.7984282757759
"1849",0,0.6,0.8,0.2,10,0.5,0.210818510677892,0,0.632455532033676,23.3814772917958,5,95.833857599418
"1850",0.2,0.6,0.8,0.2,10,0.5,0.105409255338946,0.105409255338946,0.52704627669473,9.44388512559687,9.44388512559687,86.7984282757759
"1851",0.4,0.6,0.8,0.2,10,0.5,0,0.210818510677892,0.421637021355784,5,23.3814772917958,69.214061859491
"1852",0.6,0.6,0.8,0.2,10,0.5,0.105409255338946,0.316227766016838,0.316227766016838,9.44388512559687,45.4976890622469,45.4976890622469
"1853",0.8,0.6,0.8,0.2,10,0.5,0.210818510677892,0.421637021355784,0.210818510677892,23.3814772917958,69.214061859491,23.3814772917958
"1854",1,0.6,0.8,0.2,10,0.5,0.316227766016838,0.52704627669473,0.105409255338946,45.4976890622469,86.7984282757759,9.44388512559688
"1855",1.2,0.6,0.8,0.2,10,0.5,0.421637021355785,0.632455532033676,0,69.2140618594911,95.8338575994181,5
"1856",1.4,0.6,0.8,0.2,10,0.5,0.52704627669473,0.737864787372622,0.105409255338946,86.7984282757759,99.0520776507534,9.44388512559688
"1857",1.6,0.6,0.8,0.2,10,0.5,0.632455532033676,0.843274042711568,0.210818510677892,95.8338575994181,99.8465715863566,23.3814772917958
"1858",1.8,0.6,0.8,0.2,10,0.5,0.737864787372622,0.948683298050514,0.316227766016838,99.0520776507534,99.9824909814139,45.4976890622469
"1859",2,0.6,0.8,0.2,10,0.5,0.843274042711568,1.05409255338946,0.421637021355784,99.8465715863566,99.9985996996167,69.214061859491
"1860",0,0.8,0.8,0.2,10,0.5,0.105409255338946,0.105409255338946,0.737864787372622,9.44388512559688,9.44388512559688,99.0520776507534
"1861",0.2,0.8,0.8,0.2,10,0.5,0,0,0.632455532033676,5,5,95.8338575994181
"1862",0.4,0.8,0.8,0.2,10,0.5,0.105409255338946,0.105409255338946,0.52704627669473,9.44388512559687,9.44388512559687,86.7984282757759
"1863",0.6,0.8,0.8,0.2,10,0.5,0.210818510677892,0.210818510677892,0.421637021355784,23.3814772917958,23.3814772917958,69.214061859491
"1864",0.8,0.8,0.8,0.2,10,0.5,0.316227766016838,0.316227766016838,0.316227766016838,45.497689062247,45.4976890622469,45.4976890622469
"1865",1,0.8,0.8,0.2,10,0.5,0.421637021355784,0.421637021355784,0.210818510677892,69.214061859491,69.214061859491,23.3814772917958
"1866",1.2,0.8,0.8,0.2,10,0.5,0.52704627669473,0.52704627669473,0.105409255338946,86.7984282757759,86.7984282757759,9.44388512559688
"1867",1.4,0.8,0.8,0.2,10,0.5,0.632455532033676,0.632455532033676,0,95.8338575994181,95.833857599418,5
"1868",1.6,0.8,0.8,0.2,10,0.5,0.737864787372622,0.737864787372622,0.105409255338946,99.0520776507534,99.0520776507534,9.44388512559687
"1869",1.8,0.8,0.8,0.2,10,0.5,0.843274042711568,0.843274042711568,0.210818510677892,99.8465715863566,99.8465715863566,23.3814772917958
"1870",2,0.8,0.8,0.2,10,0.5,0.948683298050514,0.948683298050514,0.316227766016838,99.9824909814139,99.9824909814139,45.4976890622469
"1871",0,1,0.8,0.2,10,0.5,0,0.210818510677892,0.843274042711568,5,23.3814772917957,99.8465715863566
"1872",0.2,1,0.8,0.2,10,0.5,0.105409255338946,0.105409255338946,0.737864787372622,9.44388512559688,9.44388512559688,99.0520776507534
"1873",0.4,1,0.8,0.2,10,0.5,0.210818510677892,0,0.632455532033676,23.3814772917958,5,95.833857599418
"1874",0.6,1,0.8,0.2,10,0.5,0.316227766016838,0.105409255338946,0.52704627669473,45.4976890622469,9.44388512559688,86.7984282757758
"1875",0.8,1,0.8,0.2,10,0.5,0.421637021355784,0.210818510677892,0.421637021355784,69.214061859491,23.3814772917958,69.214061859491
"1876",1,1,0.8,0.2,10,0.5,0.52704627669473,0.316227766016838,0.316227766016838,86.7984282757758,45.4976890622469,45.4976890622469
"1877",1.2,1,0.8,0.2,10,0.5,0.632455532033676,0.421637021355784,0.210818510677892,95.833857599418,69.214061859491,23.3814772917958
"1878",1.4,1,0.8,0.2,10,0.5,0.737864787372622,0.52704627669473,0.105409255338946,99.0520776507534,86.7984282757759,9.44388512559688
"1879",1.6,1,0.8,0.2,10,0.5,0.843274042711568,0.632455532033676,0,99.8465715863566,95.833857599418,5
"1880",1.8,1,0.8,0.2,10,0.5,0.948683298050514,0.737864787372622,0.105409255338946,99.9824909814139,99.0520776507534,9.44388512559688
"1881",2,1,0.8,0.2,10,0.5,1.05409255338946,0.843274042711568,0.210818510677892,99.9985996996167,99.8465715863566,23.3814772917958
"1882",0,1.2,0.8,0.2,10,0.5,0.105409255338946,0.316227766016838,0.948683298050514,9.44388512559688,45.4976890622468,99.9824909814139
"1883",0.2,1.2,0.8,0.2,10,0.5,0.210818510677892,0.210818510677892,0.843274042711568,23.3814772917957,23.3814772917958,99.8465715863566
"1884",0.4,1.2,0.8,0.2,10,0.5,0.316227766016838,0.105409255338946,0.737864787372622,45.4976890622469,9.44388512559688,99.0520776507534
"1885",0.6,1.2,0.8,0.2,10,0.5,0.421637021355784,0,0.632455532033676,69.214061859491,5,95.8338575994181
"1886",0.8,1.2,0.8,0.2,10,0.5,0.52704627669473,0.105409255338946,0.52704627669473,86.7984282757759,9.44388512559687,86.7984282757758
"1887",1,1.2,0.8,0.2,10,0.5,0.632455532033676,0.210818510677892,0.421637021355784,95.8338575994181,23.3814772917958,69.214061859491
"1888",1.2,1.2,0.8,0.2,10,0.5,0.737864787372622,0.316227766016838,0.316227766016838,99.0520776507534,45.4976890622469,45.4976890622469
"1889",1.4,1.2,0.8,0.2,10,0.5,0.843274042711568,0.421637021355784,0.210818510677892,99.8465715863566,69.214061859491,23.3814772917958
"1890",1.6,1.2,0.8,0.2,10,0.5,0.948683298050514,0.52704627669473,0.105409255338946,99.9824909814139,86.7984282757758,9.44388512559688
"1891",1.8,1.2,0.8,0.2,10,0.5,1.05409255338946,0.632455532033676,0,99.9985996996167,95.833857599418,5
"1892",2,1.2,0.8,0.2,10,0.5,1.15950180872841,0.737864787372622,0.105409255338946,99.9999218432618,99.0520776507534,9.44388512559687
"1893",0,1.4,0.8,0.2,10,0.5,0.210818510677892,0.421637021355784,1.05409255338946,23.3814772917957,69.214061859491,99.9985996996167
"1894",0.2,1.4,0.8,0.2,10,0.5,0.316227766016838,0.316227766016838,0.948683298050514,45.4976890622468,45.4976890622468,99.9824909814139
"1895",0.4,1.4,0.8,0.2,10,0.5,0.421637021355784,0.210818510677892,0.843274042711568,69.214061859491,23.3814772917958,99.8465715863566
"1896",0.6,1.4,0.8,0.2,10,0.5,0.52704627669473,0.105409255338946,0.737864787372622,86.7984282757758,9.44388512559688,99.0520776507534
"1897",0.8,1.4,0.8,0.2,10,0.5,0.632455532033676,0,0.632455532033676,95.833857599418,5,95.8338575994181
"1898",1,1.4,0.8,0.2,10,0.5,0.737864787372622,0.105409255338946,0.52704627669473,99.0520776507534,9.44388512559688,86.7984282757758
"1899",1.2,1.4,0.8,0.2,10,0.5,0.843274042711568,0.210818510677892,0.421637021355784,99.8465715863566,23.3814772917958,69.214061859491
"1900",1.4,1.4,0.8,0.2,10,0.5,0.948683298050514,0.316227766016838,0.316227766016838,99.9824909814139,45.4976890622469,45.4976890622468
"1901",1.6,1.4,0.8,0.2,10,0.5,1.05409255338946,0.421637021355784,0.210818510677892,99.9985996996167,69.214061859491,23.3814772917958
"1902",1.8,1.4,0.8,0.2,10,0.5,1.15950180872841,0.52704627669473,0.105409255338946,99.9999218432618,86.7984282757759,9.44388512559687
"1903",2,1.4,0.8,0.2,10,0.5,1.26491106406735,0.632455532033676,0,99.9999969649224,95.833857599418,5
"1904",0,1.6,0.8,0.2,10,0.5,0.316227766016838,0.52704627669473,1.15950180872841,45.4976890622468,86.7984282757759,99.9999218432618
"1905",0.2,1.6,0.8,0.2,10,0.5,0.421637021355784,0.421637021355784,1.05409255338946,69.2140618594909,69.214061859491,99.9985996996167
"1906",0.4,1.6,0.8,0.2,10,0.5,0.527046276694729,0.316227766016838,0.948683298050514,86.7984282757758,45.4976890622469,99.9824909814139
"1907",0.6,1.6,0.8,0.2,10,0.5,0.632455532033676,0.210818510677892,0.843274042711568,95.833857599418,23.3814772917958,99.8465715863566
"1908",0.8,1.6,0.8,0.2,10,0.5,0.737864787372622,0.105409255338947,0.737864787372622,99.0520776507534,9.44388512559695,99.0520776507534
"1909",1,1.6,0.8,0.2,10,0.5,0.843274042711567,0,0.632455532033676,99.8465715863566,5,95.8338575994181
"1910",1.2,1.6,0.8,0.2,10,0.5,0.948683298050513,0.105409255338946,0.52704627669473,99.9824909814139,9.44388512559687,86.7984282757758
"1911",1.4,1.6,0.8,0.2,10,0.5,1.05409255338946,0.210818510677892,0.421637021355784,99.9985996996167,23.3814772917958,69.214061859491
"1912",1.6,1.6,0.8,0.2,10,0.5,1.15950180872841,0.316227766016838,0.316227766016838,99.9999218432618,45.4976890622468,45.497689062247
"1913",1.8,1.6,0.8,0.2,10,0.5,1.26491106406735,0.421637021355784,0.210818510677892,99.9999969649224,69.214061859491,23.3814772917958
"1914",2,1.6,0.8,0.2,10,0.5,1.3703203194063,0.52704627669473,0.105409255338946,99.9999999182096,86.7984282757759,9.44388512559687
"1915",0,1.8,0.8,0.2,10,0.5,0.421637021355784,0.632455532033676,1.26491106406735,69.2140618594909,95.833857599418,99.9999969649224
"1916",0.2,1.8,0.8,0.2,10,0.5,0.527046276694729,0.52704627669473,1.15950180872841,86.7984282757758,86.7984282757758,99.9999218432618
"1917",0.4,1.8,0.8,0.2,10,0.5,0.632455532033676,0.421637021355784,1.05409255338946,95.833857599418,69.214061859491,99.9985996996167
"1918",0.6,1.8,0.8,0.2,10,0.5,0.737864787372622,0.316227766016838,0.948683298050513,99.0520776507534,45.4976890622469,99.9824909814139
"1919",0.8,1.8,0.8,0.2,10,0.5,0.843274042711568,0.210818510677892,0.843274042711568,99.8465715863566,23.3814772917957,99.8465715863566
"1920",1,1.8,0.8,0.2,10,0.5,0.948683298050513,0.105409255338947,0.737864787372622,99.9824909814139,9.44388512559695,99.0520776507534
"1921",1.2,1.8,0.8,0.2,10,0.5,1.05409255338946,0,0.632455532033676,99.9985996996167,5,95.833857599418
"1922",1.4,1.8,0.8,0.2,10,0.5,1.15950180872841,0.105409255338946,0.52704627669473,99.9999218432618,9.44388512559688,86.7984282757759
"1923",1.6,1.8,0.8,0.2,10,0.5,1.26491106406735,0.210818510677892,0.421637021355784,99.9999969649224,23.3814772917958,69.2140618594909
"1924",1.8,1.8,0.8,0.2,10,0.5,1.3703203194063,0.316227766016838,0.316227766016838,99.9999999182096,45.4976890622469,45.4976890622469
"1925",2,1.8,0.8,0.2,10,0.5,1.47572957474524,0.421637021355784,0.210818510677892,99.999999998475,69.214061859491,23.3814772917957
"1926",0,2,0.8,0.2,10,0.5,0.527046276694729,0.737864787372621,1.3703203194063,86.7984282757758,99.0520776507534,99.9999999182096
"1927",0.2,2,0.8,0.2,10,0.5,0.632455532033676,0.632455532033675,1.26491106406735,95.833857599418,95.833857599418,99.9999969649224
"1928",0.4,2,0.8,0.2,10,0.5,0.737864787372621,0.52704627669473,1.15950180872841,99.0520776507534,86.7984282757759,99.9999218432618
"1929",0.6,2,0.8,0.2,10,0.5,0.843274042711567,0.421637021355784,1.05409255338946,99.8465715863566,69.214061859491,99.9985996996167
"1930",0.8,2,0.8,0.2,10,0.5,0.948683298050513,0.316227766016838,0.948683298050513,99.9824909814139,45.4976890622468,99.9824909814139
"1931",1,2,0.8,0.2,10,0.5,1.05409255338946,0.210818510677892,0.843274042711568,99.9985996996167,23.3814772917958,99.8465715863566
"1932",1.2,2,0.8,0.2,10,0.5,1.15950180872841,0.105409255338946,0.737864787372621,99.9999218432618,9.44388512559688,99.0520776507534
"1933",1.4,2,0.8,0.2,10,0.5,1.26491106406735,0,0.632455532033676,99.9999969649224,5,95.833857599418
"1934",1.6,2,0.8,0.2,10,0.5,1.3703203194063,0.105409255338946,0.52704627669473,99.9999999182096,9.44388512559688,86.7984282757758
"1935",1.8,2,0.8,0.2,10,0.5,1.47572957474524,0.210818510677892,0.421637021355784,99.999999998475,23.3814772917958,69.2140618594909
"1936",2,2,0.8,0.2,10,0.5,1.58113883008419,0.316227766016838,0.316227766016838,99.9999999999804,45.4976890622469,45.4976890622469
"1937",0,0,1,0.2,10,0.5,0.632455532033676,0.421637021355784,0.421637021355784,95.8338575994181,69.214061859491,69.214061859491
"1938",0.2,0,1,0.2,10,0.5,0.52704627669473,0.52704627669473,0.316227766016838,86.7984282757758,86.7984282757759,45.4976890622469
"1939",0.4,0,1,0.2,10,0.5,0.421637021355784,0.632455532033676,0.210818510677892,69.214061859491,95.833857599418,23.3814772917958
"1940",0.6,0,1,0.2,10,0.5,0.316227766016838,0.737864787372622,0.105409255338946,45.4976890622469,99.0520776507534,9.44388512559688
"1941",0.8,0,1,0.2,10,0.5,0.210818510677892,0.843274042711568,0,23.3814772917957,99.8465715863566,5
"1942",1,0,1,0.2,10,0.5,0.105409255338946,0.948683298050514,0.105409255338946,9.44388512559688,99.9824909814139,9.44388512559688
"1943",1.2,0,1,0.2,10,0.5,0,1.05409255338946,0.210818510677893,5,99.9985996996167,23.3814772917959
"1944",1.4,0,1,0.2,10,0.5,0.105409255338947,1.15950180872841,0.316227766016838,9.44388512559695,99.9999218432618,45.4976890622469
"1945",1.6,0,1,0.2,10,0.5,0.210818510677892,1.26491106406735,0.421637021355784,23.3814772917958,99.9999969649224,69.2140618594909
"1946",1.8,0,1,0.2,10,0.5,0.316227766016838,1.3703203194063,0.52704627669473,45.497689062247,99.9999999182096,86.7984282757759
"1947",2,0,1,0.2,10,0.5,0.421637021355785,1.47572957474524,0.632455532033676,69.2140618594911,99.999999998475,95.833857599418
"1948",0,0.2,1,0.2,10,0.5,0.52704627669473,0.316227766016838,0.52704627669473,86.7984282757759,45.4976890622469,86.7984282757758
"1949",0.2,0.2,1,0.2,10,0.5,0.421637021355784,0.421637021355784,0.421637021355784,69.214061859491,69.214061859491,69.214061859491
"1950",0.4,0.2,1,0.2,10,0.5,0.316227766016838,0.52704627669473,0.316227766016838,45.4976890622468,86.7984282757758,45.4976890622469
"1951",0.6,0.2,1,0.2,10,0.5,0.210818510677892,0.632455532033676,0.210818510677892,23.3814772917958,95.8338575994181,23.3814772917957
"1952",0.8,0.2,1,0.2,10,0.5,0.105409255338946,0.737864787372622,0.105409255338946,9.44388512559688,99.0520776507534,9.44388512559688
"1953",1,0.2,1,0.2,10,0.5,0,0.843274042711568,0,5,99.8465715863566,5
"1954",1.2,0.2,1,0.2,10,0.5,0.105409255338947,0.948683298050514,0.105409255338946,9.44388512559695,99.9824909814139,9.44388512559688
"1955",1.4,0.2,1,0.2,10,0.5,0.210818510677892,1.05409255338946,0.210818510677892,23.3814772917958,99.9985996996167,23.3814772917958
"1956",1.6,0.2,1,0.2,10,0.5,0.316227766016838,1.15950180872841,0.316227766016838,45.4976890622469,99.9999218432618,45.4976890622469
"1957",1.8,0.2,1,0.2,10,0.5,0.421637021355784,1.26491106406735,0.421637021355784,69.214061859491,99.9999969649224,69.214061859491
"1958",2,0.2,1,0.2,10,0.5,0.52704627669473,1.3703203194063,0.52704627669473,86.7984282757759,99.9999999182096,86.7984282757758
"1959",0,0.4,1,0.2,10,0.5,0.421637021355784,0.210818510677892,0.632455532033676,69.2140618594911,23.3814772917958,95.8338575994181
"1960",0.2,0.4,1,0.2,10,0.5,0.316227766016838,0.316227766016838,0.52704627669473,45.4976890622469,45.4976890622469,86.7984282757758
"1961",0.4,0.4,1,0.2,10,0.5,0.210818510677892,0.421637021355784,0.421637021355784,23.3814772917958,69.214061859491,69.214061859491
"1962",0.6,0.4,1,0.2,10,0.5,0.105409255338946,0.52704627669473,0.316227766016838,9.44388512559688,86.7984282757759,45.4976890622469
"1963",0.8,0.4,1,0.2,10,0.5,0,0.632455532033676,0.210818510677892,5,95.8338575994181,23.3814772917958
"1964",1,0.4,1,0.2,10,0.5,0.105409255338946,0.737864787372622,0.105409255338946,9.44388512559688,99.0520776507534,9.44388512559688
"1965",1.2,0.4,1,0.2,10,0.5,0.210818510677893,0.843274042711568,0,23.3814772917959,99.8465715863566,5
"1966",1.4,0.4,1,0.2,10,0.5,0.316227766016838,0.948683298050514,0.105409255338946,45.497689062247,99.9824909814139,9.44388512559688
"1967",1.6,0.4,1,0.2,10,0.5,0.421637021355784,1.05409255338946,0.210818510677893,69.214061859491,99.9985996996167,23.3814772917959
"1968",1.8,0.4,1,0.2,10,0.5,0.52704627669473,1.15950180872841,0.316227766016838,86.7984282757759,99.9999218432618,45.4976890622469
"1969",2,0.4,1,0.2,10,0.5,0.632455532033676,1.26491106406735,0.421637021355784,95.8338575994181,99.9999969649224,69.214061859491
"1970",0,0.6,1,0.2,10,0.5,0.316227766016838,0.105409255338946,0.737864787372622,45.497689062247,9.44388512559688,99.0520776507534
"1971",0.2,0.6,1,0.2,10,0.5,0.210818510677892,0.210818510677892,0.632455532033676,23.3814772917958,23.3814772917958,95.8338575994181
"1972",0.4,0.6,1,0.2,10,0.5,0.105409255338946,0.316227766016838,0.52704627669473,9.44388512559687,45.4976890622468,86.7984282757758
"1973",0.6,0.6,1,0.2,10,0.5,0,0.421637021355784,0.421637021355784,5,69.214061859491,69.214061859491
"1974",0.8,0.6,1,0.2,10,0.5,0.105409255338946,0.52704627669473,0.316227766016838,9.44388512559687,86.7984282757758,45.4976890622469
"1975",1,0.6,1,0.2,10,0.5,0.210818510677892,0.632455532033676,0.210818510677892,23.3814772917958,95.8338575994181,23.3814772917958
"1976",1.2,0.6,1,0.2,10,0.5,0.316227766016838,0.737864787372622,0.105409255338946,45.4976890622469,99.0520776507534,9.44388512559687
"1977",1.4,0.6,1,0.2,10,0.5,0.421637021355784,0.843274042711568,0,69.214061859491,99.8465715863566,5
"1978",1.6,0.6,1,0.2,10,0.5,0.52704627669473,0.948683298050514,0.105409255338946,86.7984282757759,99.9824909814139,9.44388512559687
"1979",1.8,0.6,1,0.2,10,0.5,0.632455532033676,1.05409255338946,0.210818510677892,95.8338575994181,99.9985996996167,23.3814772917958
"1980",2,0.6,1,0.2,10,0.5,0.737864787372622,1.15950180872841,0.316227766016838,99.0520776507534,99.9999218432618,45.4976890622468
"1981",0,0.8,1,0.2,10,0.5,0.210818510677893,0,0.843274042711568,23.3814772917959,5,99.8465715863566
"1982",0.2,0.8,1,0.2,10,0.5,0.105409255338946,0.105409255338946,0.737864787372622,9.44388512559688,9.44388512559688,99.0520776507534
"1983",0.4,0.8,1,0.2,10,0.5,0,0.210818510677892,0.632455532033676,5,23.3814772917958,95.8338575994181
"1984",0.6,0.8,1,0.2,10,0.5,0.105409255338946,0.316227766016838,0.52704627669473,9.44388512559688,45.497689062247,86.7984282757758
"1985",0.8,0.8,1,0.2,10,0.5,0.210818510677892,0.421637021355784,0.421637021355784,23.3814772917958,69.214061859491,69.214061859491
"1986",1,0.8,1,0.2,10,0.5,0.316227766016838,0.52704627669473,0.316227766016838,45.4976890622469,86.7984282757759,45.4976890622469
"1987",1.2,0.8,1,0.2,10,0.5,0.421637021355784,0.632455532033676,0.210818510677892,69.214061859491,95.8338575994181,23.3814772917958
"1988",1.4,0.8,1,0.2,10,0.5,0.52704627669473,0.737864787372622,0.105409255338946,86.7984282757759,99.0520776507534,9.44388512559688
"1989",1.6,0.8,1,0.2,10,0.5,0.632455532033676,0.843274042711568,0,95.8338575994181,99.8465715863566,5
"1990",1.8,0.8,1,0.2,10,0.5,0.737864787372623,0.948683298050514,0.105409255338946,99.0520776507534,99.9824909814139,9.44388512559688
"1991",2,0.8,1,0.2,10,0.5,0.843274042711568,1.05409255338946,0.210818510677892,99.8465715863566,99.9985996996167,23.3814772917958
"1992",0,1,1,0.2,10,0.5,0.105409255338946,0.105409255338946,0.948683298050514,9.44388512559687,9.44388512559687,99.9824909814139
"1993",0.2,1,1,0.2,10,0.5,0,0,0.843274042711568,5,5,99.8465715863566
"1994",0.4,1,1,0.2,10,0.5,0.105409255338946,0.105409255338946,0.737864787372622,9.44388512559688,9.44388512559688,99.0520776507534
"1995",0.6,1,1,0.2,10,0.5,0.210818510677892,0.210818510677892,0.632455532033676,23.3814772917957,23.3814772917958,95.833857599418
"1996",0.8,1,1,0.2,10,0.5,0.316227766016838,0.316227766016838,0.52704627669473,45.4976890622469,45.4976890622469,86.7984282757758
"1997",1,1,1,0.2,10,0.5,0.421637021355784,0.421637021355784,0.421637021355784,69.214061859491,69.214061859491,69.214061859491
"1998",1.2,1,1,0.2,10,0.5,0.52704627669473,0.52704627669473,0.316227766016838,86.7984282757759,86.7984282757759,45.4976890622468
"1999",1.4,1,1,0.2,10,0.5,0.632455532033676,0.632455532033676,0.210818510677892,95.8338575994181,95.8338575994181,23.3814772917958
"2000",1.6,1,1,0.2,10,0.5,0.737864787372622,0.737864787372622,0.105409255338946,99.0520776507534,99.0520776507534,9.44388512559688
"2001",1.8,1,1,0.2,10,0.5,0.843274042711568,0.843274042711567,0,99.8465715863566,99.8465715863566,5
"2002",2,1,1,0.2,10,0.5,0.948683298050514,0.948683298050514,0.105409255338946,99.9824909814139,99.9824909814139,9.44388512559687
"2003",0,1.2,1,0.2,10,0.5,0,0.210818510677892,1.05409255338946,5,23.3814772917958,99.9985996996167
"2004",0.2,1.2,1,0.2,10,0.5,0.105409255338946,0.105409255338946,0.948683298050514,9.44388512559688,9.44388512559688,99.9824909814139
"2005",0.4,1.2,1,0.2,10,0.5,0.210818510677892,0,0.843274042711568,23.3814772917958,5,99.8465715863566
"2006",0.6,1.2,1,0.2,10,0.5,0.316227766016838,0.105409255338946,0.737864787372622,45.4976890622469,9.44388512559688,99.0520776507534
"2007",0.8,1.2,1,0.2,10,0.5,0.421637021355784,0.210818510677892,0.632455532033676,69.214061859491,23.3814772917958,95.8338575994181
"2008",1,1.2,1,0.2,10,0.5,0.52704627669473,0.316227766016838,0.52704627669473,86.7984282757759,45.4976890622469,86.7984282757759
"2009",1.2,1.2,1,0.2,10,0.5,0.632455532033676,0.421637021355784,0.421637021355784,95.8338575994181,69.214061859491,69.214061859491
"2010",1.4,1.2,1,0.2,10,0.5,0.737864787372622,0.52704627669473,0.316227766016838,99.0520776507534,86.7984282757758,45.4976890622469
"2011",1.6,1.2,1,0.2,10,0.5,0.843274042711568,0.632455532033676,0.210818510677892,99.8465715863566,95.8338575994181,23.3814772917958
"2012",1.8,1.2,1,0.2,10,0.5,0.948683298050514,0.737864787372622,0.105409255338946,99.9824909814139,99.0520776507534,9.44388512559687
"2013",2,1.2,1,0.2,10,0.5,1.05409255338946,0.843274042711568,0,99.9985996996167,99.8465715863566,5
